value	class_draft	evidence	source
HĀSYĀRṆAVAN.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
HṚD.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
HṚDAYAD.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
HṚDAYADĪPA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
IBN HAUQAL	book-work	default: bib expansion with no person/periodical signal	no-bib-record
INDR.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
INDRAL.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
ITIH.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
ITIHĀSA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
Ind. Antiq.	person-western?	Latin-script surname pattern	pwgbib-exact
Ind. Bibl.	person-western?	Latin-script surname pattern	pwgbib-exact
Ind. Lit.	person-western?	Latin-script surname pattern	pwgbib-exact
Ind. St.	person-western?	Latin-script surname pattern	pwgbib-exact
Index	person-western?	Latin-script surname pattern	no-bib-record
Ind. des KANDJUR	person-western?	Latin-script surname pattern	pwgbib-prefix:Ind.
Index des KANDJUR	person-western?	Latin-script surname pattern	no-bib-record
Ind. zu HALĀY.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:Ind.
Ind. zum HALĀY.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:Ind.
Index zu HALĀY.	book-work	default: bib expansion with no person/periodical signal	no-bib-record
Index zum HALĀY.	book-work	default: bib expansion with no person/periodical signal	no-bib-record
Ind. zu P.	person-western?	Latin-script surname pattern	pwgbib-prefix:Ind.
Ind. zu TRIK.	person-western?	Latin-script surname pattern	pwgbib-prefix:Ind.
Ind. zum TRIK.	person-western?	Latin-script surname pattern	pwgbib-prefix:Ind.
Index zum TRIK.	person-western?	Latin-script surname pattern	no-bib-record
Ind. zu UṆĀDIS.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:Ind.
IṢṬAKĀPŪRAṆA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
J. R. As. S.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
J. A. S. n. s.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:J.
As. J. new s.	person-western?	Latin-script surname pattern	pwgbib-prefix:As. J. new
J. R. As. S. Lond. N. S.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:J. R. As. S.
J. Am. Or. Soc.	journal-periodical	periodical keyword in tooltip	pwgbib-exact
J. MUIR	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JAGADDH.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JAGADDHARA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JAGADĪŚA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JAIM.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JAIM. BHĀR.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JAIM. BHĀR. ĀŚVAMEDHIKAPARVAN	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JAIMINI	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JAIMINIBH.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JAIMINIʼs BHĀR. ĀŚVAM.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:JAIMINI
JAIMINIʼs BHĀRATA	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:JAIMINI
JALĀŚAYATATTVA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JANMĀṢṬAMĪVRATAKATHĀ	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JAYADEVA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JAYARĀMA	book-work	default: bib expansion with no person/periodical signal	no-bib-record
JAYĀDITYA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JAṬĀDH.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JIRṆAMAÑJARI	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JOHAENTGEN	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JOHAENTGEN, Ueber d. Ges. des Manu	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:JOHAENTGEN
JOHNS. Sel.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JOHNSON	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JONES	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JUMARAVYĀKARAṆA	book-work	default: bib expansion with no person/periodical signal	no-bib-record
JVĀLĀVALĪT.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JYOT.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JYOTIHSĀGARA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JYOTIHSĀRASAṂGRAHA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JYOTIḤŚĀSTRA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JYOTIṢ.	book-work	default: bib expansion with no person/periodical signal	no-bib-record
JYOTIṢA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JYOTIṢAT.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JYOTIṢATATTVA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JYOTIṢMATĪ	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
Jahresb. d. d. m. G.	person-western?	Latin-script surname pattern	pwgbib-exact
Journ. As.	journal-periodical	periodical keyword in tooltip	pwgbib-case
Journ. R. As. S.	person-western?	Latin-script surname pattern	pwgbib-exact
Journ. R. As. S. new ser.	person-western?	Latin-script surname pattern	pwgbib-prefix:Journ. R. As. S.
Journ. as. 4 sér.	journal-periodical	periodical keyword in tooltip	pwgbib-prefix:Journ. as.
Journ. as. IV sér.	journal-periodical	periodical keyword in tooltip	pwgbib-prefix:Journ. as.
Journ. as. IV série	journal-periodical	periodical keyword in tooltip	pwgbib-prefix:Journ. as.
Journ. as. IVe série	journal-periodical	periodical keyword in tooltip	pwgbib-prefix:Journ. as.
Journ. asiat.	journal-periodical	periodical keyword in tooltip	pwgbib-exact
Journ. asiat. 4me sér.	journal-periodical	periodical keyword in tooltip	pwgbib-prefix:Journ. asiat.
Journ. asiat. IV sér.	journal-periodical	periodical keyword in tooltip	pwgbib-prefix:Journ. asiat.
Journ. asiat. IVe s.	journal-periodical	periodical keyword in tooltip	pwgbib-prefix:Journ. asiat.
Journ. asiat. IVe série	journal-periodical	periodical keyword in tooltip	pwgbib-prefix:Journ. asiat.
Journ. of the Am. Or. S.	journal-periodical	periodical keyword in tooltip	pwgbib-exact
Journ. of the As. S. of B.	person-western?	Latin-script surname pattern	pwgbib-exact
Journ. of the As. S. of Beng.	person-western?	Latin-script surname pattern	pwgbib-exact
Journ. of the As. Soc. of B.	person-western?	Latin-script surname pattern	pwgbib-exact
Journ. of the As. Soc. of Beng.	person-western?	Latin-script surname pattern	pwgbib-exact
Journ. of the As. Soc. of Bombay	person-western?	Latin-script surname pattern	pwgbib-exact
Journ. of the R. A. S.	person-western?	Latin-script surname pattern	pwgbib-exact
Journ. of the R. As. Soc.	person-western?	Latin-script surname pattern	pwgbib-exact
Journ. of the Roy. As. Soc. of Gr. Br. & Ir.	person-western?	Latin-script surname pattern	pwgbib-exact
JÑĀNABHAIRAVATANTRA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JÑĀNAKĀṆḌAŚEṢARAHASYA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JĀB. UP.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JĀBĀLA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JĀBĀLI	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JĀBĀLOP.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JĀMBAVATIVIJAYAKĀVYA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JĀNAKĪHARAṆA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JĀTAKA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JĀTAKADĪPIKĀ	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JĀTAKAMĀLĀ	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JĀTARATNA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
JĪVANMUKTIVIV.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:JĪVANMUKTIVIV
KAIV. UP.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAIVALYAT.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAIVALYATANTRA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAIVALYOP.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAIY.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAIYAṬA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAIYY.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAIYYAṬA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KALHAṆA	book-work	default: bib expansion with no person/periodical signal	no-bib-record
KALIṄGA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KALKI-P.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KALPA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KALPADRUMĀV.	journal-periodical	periodical keyword in tooltip	pwgbib-exact
KALĀPA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KALĀPAVYĀKARAṆA	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:KALĀPA
KALĀPAṬĪKĀVYĀKHYĀSĀRA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAMRAN.	book-work	default: bib expansion with no person/periodical signal	no-bib-record
KANDJUR	book-work	default: bib expansion with no person/periodical signal	no-bib-record
KAP.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAPILA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAPILAS.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAPIŚĀV.	book-work	default: bib expansion with no person/periodical signal	no-bib-record
KAPIŚĀVAD.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAPIŚĀVADĀNA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KARKA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KARMALOCANA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KARMAPR.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KARMAPRAD.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KARMAPRADĪPA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KARMAVIPĀKA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KATAKA	book-work	default: bib expansion with no person/periodical signal	no-bib-record
KATHĀRṆ.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KATHĀRṆAVA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KATHĀS.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KATHĀSARITSĀGARA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAULĀRCANADĪPIKĀ	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAURMA-P.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAUŚ.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAUŚIKA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAUṢ. (ŚĀṄKH.) BR.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:KAUṢ.
KAUṢ. BR.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAUṢ. UP.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAUṢ. ĀR.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAUṬILYA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAVACA	book-work	default: bib expansion with no person/periodical signal	no-bib-record
KAVIKALP.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAVIKALPADR.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAVIKALPADRUMA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAVIKALPAL.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAVIKALPALATĀ	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAVIKALPATARU	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAVIKAṆTHAHĀRA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAVIRAH.	book-work	default: bib expansion with no person/periodical signal	no-bib-record
KAVIRAHASYA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAVIRĀJA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAVITĀMṚTAK.	book-work	default: bib expansion with no person/periodical signal	no-bib-record
KAVITĀMṚTAKŪPA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAŚĪKH.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAṆ.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAṆĀDA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAṆĀDAʼs System	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:KAṆĀDA
KAṬHINĀV.	journal-periodical	periodical keyword in tooltip	pwgbib-exact
KAṬHINĀVAD.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAṬHINĀVADĀNA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KAṬHOP.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KEDĀRA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KENOP.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
KERN	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
